text,genre,feature
"BAKED CHICKEN PIE.

Cover the bottom and sides of a deep dish with a thick paste. Having
cut up your chickens, and seasoned them to your taste, with salt,
pepper, mace and nutmeg, put them in, and lay on the top several pieces
of butter rolled in flour. Fill up the dish about two-thirds with cold
water. Then lay on the top crust, notching it handsomely. Cut a slit in
the top, and stick into it an ornament of paste made in the form of a
tulip. Bake it in a moderate oven.

It will be much improved by the addition of a quarter of a hundred
oysters; or by interspersing the pieces of chicken with slices of cold
boiled ham.

You may add also some yolks of eggs boiled hard.

A duck pie may be made in the same manner. A rabbit pie also.",recipe,1
"BAKED COCOA-NUT CUSTARD.

Grate as much cocoa-nut as will weigh a pound. Mix half a pound of
powdered white sugar with the milk of the cocoa-nut, or with a pint of
cream; adding two table-spoonfuls of rose water. Then stir in gradually
a pint of rich milk. Beat to a stiff froth the whites of eight eggs,
and stir them into the milk and sugar, a little at a time, alternately
with the grated cocoa-nut; add a tea-spoonful of powdered nutmeg and
cinnamon. Then put the mixture into cups, and bake them twenty minutes
in a Dutch oven half filled with boiling water. When cold, grate
loaf-sugar over them.",recipe,1
"BAKED PEARS.

The best for baking are the large late ones, commonly called pound
pears. Pare them, cut them in half, and take out the cores. Lay them in
a deep white dish, with a thin slip of fresh lemon-peel in the place
from which each core was taken. Sprinkle them with sugar, and strew
some whole cloves or some powdered cinnamon-among them. Pour into the
dish some port wine. To a dozen large pears you may allow half a pound
of sugar, and a pint of wine. Cover the dish, with a large sheet of
brown paper tied on; set it in a moderate oven, and let them bake till
tender all through which you may ascertain by sticking a broom twig
through them. They will he done in about an hour, or they may probably
require more time; but you must not let them remain long enough in the
oven, to break or fall to pieces. When cool, put them up in a stone
jar. In cold weather they will keep a week.

To bake smaller pears, pare them, but leave on the stems, and do not
core them. Put them into a deep dish with fresh lemon, or orange-peel;
throw on them some brown sugar or molasses; pour in at the bottom a
little water to keep them from burning; and bake them till tender
throughout.",recipe,1
"BAKED SHAD.

Keep on the head and fins. Make a force-meat or stuffing of grated
bread crumbs, cold boiled ham or bacon minced fine, sweet marjoram,
pepper, salt, and a little powdered mace or cloves. Moisten it with
beaten yolk of egg. Stuff the inside of the fish with it, reserving a
little to rub over the outside, having first rubbed the fish all over
with yolk of egg. Lay the fish in a deep pan, putting its tail to its
mouth. Pour into the bottom of the pan a little water, and add a jill
of port wine, and a piece of butter rolled in flour. Bake it well, and
when it is done, send it to table with the gravy poured round it.
Garnish with slices of lemon.

Any fish may be baked in the same manner.

A large fish of ten or twelve pounds weight, will require about two
hours baking.",recipe,1
"BAKED TOMATAS

Peel some large fine tomatas, cut them up, and take out the seeds. Then
put them into a deep dish in alternate layers with grated bread-crumbs,
and a very little butter in small bits. There must be a large
proportion of bread-crumbs. Season the whole with a little salt, and
cayenne pepper. Set it in an oven, and bake it. In cooking tomatas,
take care not to have them too liquid.",recipe,1
"
BAKER’S YEAST.

To a gallon of soft water put two quarts of wheat bran, one quart of
ground malt, (which may be obtained from a brewery,) and two handfuls
of hops. Boil them together for half an hour. Then strain it through a
sieve, and let it stand till it is cold; after which put to it two
large tea-cups of molasses, and half a pint of strong yeast. Pour it
into a stone jug, and let it stand uncorked till next morning. Then
pour off the thin liquid from the top, and cork the jug tightly. When
you are going to use the yeast, if it has been made two or three days,
stir in a little pearl-ash dissolved in warm water, allowing a lump the
size of a hickory-nut to a pint of yeast. This will correct any
tendency to sourness, and make the yeast more brisk.",recipe,1
"BARBERRIES.

Have ready a jar of cold vinegar, and put into it ripe barberries in
bunches. They make a pretty garnish for the edges of dishes.
",recipe,1
"BARBERRY JELLY.

Take ripe barberries, and having stripped them from the stalks, mash
them, and boil them in their juice for a quarter of an hour. Then
squeeze them through a bag: allow to each pint of juice, a pound of
loaf-sugar; and having melted the sugar in the juice, boil them
together twenty or twenty-five minutes, skimming carefully. Put it up
in tumblers with tissue paper.",recipe,1
"BARLEY WATER.

Wash clean some barley, (either pearl or common) and to two ounces of
barley allow a quart of water. Put it into a sauce-pan, adding, if you
choose, an equal quantity of stoned raisins; or some lemon-peel and
sugar; or some liquorice root cut up. Let it boil slowly till the
liquid is reduced one half. Then strain it off, and sweeten it.",recipe,1
"BATH BUNS.

Boil a little saffron in sufficient water to cover it, till the liquid
is of a bright yellow; then strain it, and set it to cool. Rub half a
pound of fresh butter into a pound of sifted flour, and make it into a
paste with four eggs that have been well beaten, and a large wine glass
of the best and strongest yeast; adding the infusion of saffron to
colour it yellow. Put the dough into a pan, cover it with a cloth, and
set it before the fire to rise. When it is quite light, mix into it a
quarter of a pound of powdered and sifted loaf-sugar; a grated nutmeg;
and, if you choose, two or three spoonfuls of carraway seeds. Roll out
the dough into a thick sheet, and divide it into round cakes with a
cutter. Strew the top of each bun with carraway comfits, and bake them
on flat tins buttered well. They should be eaten the day they are
baked, as they are not good unless quite fresh.",recipe,1
"BATTER PUDDING.

Take a quart of milk, and stir into it gradually eight table spoonfuls
of sifted flour, carefully pressing out all the lumps with the back of
the spoon. Beat eight eggs very light, and add them by degrees to the
milk and flour. Then stir the whole very well together.

Dip your pudding-cloth into boiling water, and then dredge it with
flour. Pour in the pudding, and tie it tightly, leaving room for it to
swell. Put it into a pot full of boiling water, and boil it hard for
two hours. Keep it in the pot till it is time to send it to table.
Serve it up with wine-sauce, butter and sugar, or molasses and cold
butter.",recipe,1
"BEAN SOUP.

Put two quarts of dried white beans into soak the night before you make
the soup, which should be put on as early in the day as possible.

Take five pounds of the lean of fresh beef—the coarse pieces will do.
Cut them up, and put them into your soup-pot with the bones belonging
to them, (which should be broken to pieces,) and a pound of bacon cut
very small. If you have the remains of a piece of beef that has been
roasted the day before, and so much under-done that the juices remain
in it, you may put it into the pot, and its bones along with it. Season
the meat with pepper and salt, and pour on it six quarts of water. As
soon as it boils take off the scum, and put in the beans (having first
drained them) and a head of celery cut small, or a table-spoonful of
pounded celery-seed. Boil it slowly till the meat is done to shreds,
and the beans all dissolved. Then strain it through a cullender into
the tureen, and put into it small squares of toasted bread with the
crust cut off.

Some prefer it with the beans boiled soft, but not quite dissolved. In
this case, do not strain it; but take out the meat and bones with a
fork before you send it to table.",recipe,1
"BEEF BOUILLI.

Take part of a round of fresh beef (or if you prefer it a piece of the
flank or brisket) and rub it with salt. Place skewers in the bottom of
the stew-pot, and lay the meat upon them with barely water enough to
cover it. To enrich the gravy you may add the necks and other trimmings
of whatever poultry you may happen to have; also the root of a tongue,
if convenient. Cover the pot, and set it over a quick fire. When it
boils and the scum has risen, skim it well, and then diminish the fire
so that the meat shall only simmer; or you may set the pot on hot
coals. Then put in four or five carrots sliced thin, a head of celery
cut up, and four or fire sliced turnips. Add a bunch of sweet herbs,
and a small table-spoonful of black pepper-corns tied in a thin muslin
rag. Let it stew slowly for four or fire hours, and then add a dozen
very small onions roasted and peeled, and a large table-spoonful of
capers or nasturtians. You may, if you choose, stick a clove in each
onion. Simmer it half an hour longer, then take up the meat, and
place-it in a dish, laying the vegetables round it. Skim and strain the
gravy; season it with catchup, and made mustard, and serve it up in a
boat. Mutton may be cooked in this manner.",recipe,1
"BEEF CAKES.

Take some cold roast beef that has been under-done, and mince it very
fine. Mix with it grated bread crumbs, and a little chopped onion and
parsley. Season it with pepper and salt, and moisten it with some
beef-dripping and a little walnut or onion pickle. Some scraped cold
tongue or ham will be found an improvement. Make it into broad flat
cakes, and spread a coat of mashed potato thinly on the top and bottom
of each. Lay a small bit of butter on the top of every cake, and set
them in an oven to warm and brown.

Beef cakes are frequently a breakfast dish.

Any other cold fresh meat may be prepared in the same manner.

Cold roast beef may be cut into slices, seasoned with salt and pepper,
broiled a few minutes over a clear fire, and served up hot with a
little butter spread on them.",recipe,1
"BEEF-STEAK PUDDING.

For a small pudding take a pound of fresh beef suet. Clear it from the
skin and the stringy fibres, and mince it as finely as possible. Sift
into a large pan two pounds of fine flour, and add the suet gradually,
rubbing it fine with your hands and mixing it thoroughly. Then pour in,
by degrees, enough of cold water to make a stiff dough. Roll it out
into a large even sheet. Have ready about a pound and a half of the
best beef-steak, omitting the bone and fat which should be all cut off.
Divide the steak into small thin pieces, and beat them well to make
them tender. Season them with pepper and salt, and, if convenient, add
some mushrooms. Lay the beef in the middle of the sheet of paste, and
put on the top a bit of butter rolled in flour. Close the paste nicely
over the meat as if you were making a large dumpling. Dredge with flour
a thick square cloth, and tie the pudding up in it, leaving space for
it to swell. Fasten the string very firmly, and stop up with flour the
little gap at the tying-place so that no water can get in. Have ready a
large pot of boiling water. Put the pudding into it, and let it boil
fast three hours or more. Keep up a good fire under it, as if it stops
boiling a minute the crust will be heavy. Have a kettle of boiling
water at the fire to replenish the pot if it wastes too much. Do not
take up the pudding till the moment before it goes to table. Mix some
catchup with the gravy on your plate.

For a large pudding you must have two pounds of suet, three pounds of
flour, and two pounds and a half of meat. It must boil at least five
hours.

All the fat must be removed from the meat before it goes into the
pudding, as the gravy cannot be skimmed when enclosed in the crust.

You may boil in the pudding some potatoes cut into slices.

A pudding of the lean of mutton chops may be made in the same manner;
also of venison steaks.",recipe,1
"BEEF TEA.

Cut a pound of the lean of fresh juicy beef into small thin slices, and
sprinkle them with a very little salt. Put the meat into a wide-mouthed
glass or stone jar closely corked, and set it in a kettle or pan of
water, which must be made to boil, and kept boiling hard round the jar
for an hour or more. Then take out the jar and strain the essence of
the beef into a bowl. Chicken tea may be made in the same manner.",recipe,1
"BEETS.

Wash the beets, but do not scrape or cut them while they are raw; for
if a knife enters them before they are boiled they will lose their
colour. Boil them from two to three hours, according to their size.
When they are tender all through, take them up, and scrape off all the
outside. If they are young beets they are best split down and cut into
long pieces, seasoned with pepper, and sent to table with melted
butter. Otherwise you may slice them thin, after they are quite cold,
and pour vinegar over them.",recipe,1
"BISHOP.

The day before you want to use the liquor toast four large oranges till
they are of a pale brown. You may do them either before a clear fire or
in the oven of a stove. Dissolve half a pound of loaf-sugar in half a
pint of claret. When the oranges are roasted, quarter them without
peeling, lay them in the bottom of a bowl or a tureen, add two beaten
nutmegs and some cinnamon, and pour on them the wine and sugar. Cover
it, and let it stand till next day. Then having heated the remainder of
the bottle of claret till it nearly boils, pour it into a pitcher, and
having first pressed and mashed the pieces of orange with a spoon to
bring out the juice, put them with the sugar, &c. into a cloth, and
strain the liquid into the hot claret. Serve it warm in large glasses.",recipe,1
"BITTERS.

Take two ounces of gentian root, an ounce of Virginia snake root, an
ounce of the yellow paring of orange peel, and half a drachm of
cochineal. Steep these ingredients, for a week or more, in a quart of
Madeira or sherry wine, or brandy. When they are thoroughly infused,
strain and filter the liquor, and bottle it for use. This is considered
a good tonic, taken in a small cordial glass about noon.",recipe,1
"BLACK CAKE.

Prepare two pounds of currants by picking them clean, washing and
draining them, through a cullender, and then spreading them out on a
large dish to dry before the fire or in the sun, placing the dish in a
slanting position. Pick and stone two pounds of the best raisins, and
cut them in half. Dredge the currants (when they are dry) and the
raisins thickly with flour to prevent them from sinking in the cake.
Grind or powder as much cinnamon as will make a large gravy-spoonful
when done; also a table-spoonful of mace and four nutmegs; sift these
spices, and mix them all together in a cup. Mix together two large
glasses of white wine, one of brandy and one of rose water, and cut a
pound of citron into large slips. Sift a pound of flour into one pan,
and a pound of powdered loaf-sugar into another. Cut up among the sugar
a pound of the best fresh butter, and stir them to a cream. Beat twelve
eggs till perfectly thick and smooth, and stir them gradually into the
butter and sugar, alternately with the flour. Then add by degrees, the
fruit, spice and liquor, and stir the whole very hard at the last. Then
put the mixture into a well-buttered tin pan with straight or
perpendicular sides. Put it immediately into a moderate oven, and bake
it at least four hours. When done, let it remain in the oven to get
cold; it will be the better for staying in all night. Ice it next
morning; first dredging the outside all over with flour, and then
wiping it with a towel. This will make the icing stick.
",recipe,1
"BLACK CURRANT JELLY.

Take large ripe black currants; strip them from the stalks, and mash
them with the back of a ladle. Then put them into a preserving kettle
with a tumbler of water to each quart of currants; cover it closely,
set it over a moderate fire, and when the currants have come to a boil,
take them out, and squeeze them through a jelly-bag. To each pint of
juice you may allow about a pound of loaf-sugar, and (having washed the
preserving kettle perfectly clean) put in the sugar with the juice;
stir them together till well mixed and dissolved, and then boil it not
longer than ten minutes; as the juice of black currants being very
thick will come to a jelly very soon, and if boiled too long will be
tough and ropy.

Black currant jelly is excellent for sore throats; and if eaten freely
on the first symptoms of the disease, will frequently check, it without
any other remedy. It would be well for all families to keep it in the
house.",recipe,1
"
BLANC-MANGE.

Put into a bowl an ounce of isinglass; (in warm weather you must take
an ounce and a quarter;) pour on as much rose water as will cover the
isinglass, and set it on hot ashes to dissolve. [Footnote: You may make
the stock for blanc-mange without isinglass, by boiling four calves’
feet in two quarts of water till reduced one half, and till the meat is
entirely to rags. Strain it, and set it away till next day. Then clear
it from the fat and sediment; cut it into pieces and boil it with the
cream and the other ingredients. When you take it from the fire, and
strain it into the pitcher, keep stirring it till it gets cold.] Blanch
a quarter of a pound of shelled almonds, (half sweet and half bitter,)
and beat them to a paste in a mortar, (one at a time,) moistening them
all the while with a little rose water. Stir the almonds by degrees
into a quart of cream, alternately with half a pound of powdered white
sugar; add a large tea-spoonful of beaten mace. Put in the melted
isinglass, and stir the whole very hard. Then put it into a porcelain
skillet, and let it boil fast for a quarter of an hour. Then strain it
into a pitcher, and pour it into your moulds, which must first be
wetted with cold water. Let it stand in a cool place undisturbed, till
it has entirely congealed, which will be in about five hours. Then wrap
a cloth dipped in hot water round the moulds, loosen the blanc-mange
round the edges with a knife, and turn it out into glass dishes. It is
best to make it the day before it is wanted.

Instead of using a figure-mould, you may set it to congeal in tea-cups
or wine glasses.

Blanc-mange may be coloured green by mixing with the cream a little
juice of spinage; cochineal which has been infused in a little brandy
for half an hour, will colour it red; and saffron will give it a bright
yellow tinge.",recipe,1
"BOILED APPLE PUDDING.

Pare, core, and quarter as many fine juicy apples as will weigh two
pounds when done. Strew among them a quarter of a pound of brown sugar,
and add a grated nutmeg, and the juice and yellow peel of a large
lemon. Prepare a paste of suet and flour, in the proportion of a pound
of chopped suet to two pounds of flour. Roll it out of moderate
thickness; lay the apples in the centre, and close the paste nicely
over them in the form of a large dumpling; tie it in a cloth and boil
it three hours. Send it to table hot, and eat with it cream sauce, or
with butter and sugar.

Any fruit pudding may be made in a similar manner.",recipe,1
"BOILED COCOA-NUT CUSTARD.

To a pound of grated cocoa-nut allow a pint of unskimmed milk, and six
ounces of white sugar. Beat very light the yolks of six eggs. Stir them
gradually into the milk, alternately with the cocoa-nut and sugar. Put
the mixture into a pitcher; set it in a vessel of boiling water; place
it on hot coals, and simmer it till it is very smooth and thick;
stirring it all the time. As soon as it comes to a hard boil, take it
off the fire; pour it into a large bowl, and set it out to cool. When
cold, put it into glass cups. Beat to a stiff froth the white of egg
that was left, and pile it on the custards.",recipe,1
"BOILED CUSTARDS.

Beat eight eggs very light, omitting the whites of four. Mix them
gradually with a quart of cold milk and a quarter of a pound of sugar.
Put the mixture into a sauce-pan with a bunch of peach leaves, or a
handful of broken up peach-kernels or bitter almonds; the yellow peel
of a. lemon, and a handful of broken cinnamon; or you may boil in it a
vanilla bean. Set it on hot coals, and simmer it slowly, stirring it
all the time. As soon as it comes to a boil, take it immediately off
the fire, or it will curdle and be lumpy. Then strain it; add eight or
ten drops of oil of lemon, and put it into glass cups. You may lay in
the bottom of each cup a maccaroon soaked in wine. Grate nutmeg over
the top, and send it to table cold. Eat it with tarts or sweetmeats.",recipe,1
"BOILED MACKEREL.

Clean the mackerel well, and let them lie a short time in vinegar and
water. Then put them into the fish-kettle with cold water and a handful
of salt. Boil them slowly. If small, they will be sufficiently cooked
in twenty minutes. When the eye starts and the tail splits they are
done. Take them up immediately on finding them boiled enough. If they
stand any time in the water they will break.

Serve them up with parsley sauce, and garnish the dish with lumps of
minced parsley.

They are eaten with mustard.

For boiling, choose those that have soft roes.

Another way is to put them in cold salt and water, and let them warm
gradually for an hour. Then give them one hard boil, and they will be
done.",recipe,1
"BOILED RICE.

Pick your rice clean, and wash it in two cold waters, not draining off
the last water till you are ready to put the rice on the fire. Prepare
a sauce-pan of water with a little salt in it, and when it boils,
sprinkle in the rice. Boil it hard twenty minutes, keeping it covered.
Then take it from the fire, and pour off the water. Afterwards set the
sauce-pan in the chimney-corner with the lid off, while you are dishing
your dinner, to allow the rice to dry, and the grains to separate.

Rice, if properly boiled, should be soft and white, and every grain
ought to stand alone. If badly managed, it will, when brought to table,
be a grayish watery mass.

In most southern families, rice, is boiled every day for the dinner
table, and eaten with the meat and poultry.

The above is a Carolina receipt.
",recipe,1
"BOILED ROCK-FISH.

Having cleaned the rock-fish, put it into a fish-kettle with water
enough to cover it well, having first dissolved a handful of salt in
the water. Set it over a moderate fire, and do not let it boil too
fast. Skim it well.

When done, drain it, and put it on a large dish. Have ready a few eggs
boiled hard. Cut them in half, and lay them closely on the back of the
fish in a straight line from the head to the tail. Send with it in a
boat, celery sauce flavoured with a little cayenne.",recipe,1
"BOLOGNA SAUSAGES.

Take ten pounds of beef, and four pounds of pork; two-thirds of the
meat should be lean, and only one third fat. Chop it very fine, and mix
it well together. Then season it with six ounces of fine salt, one
ounce of black pepper, half an ounce of cayenne, one table-spoonful of
powdered cloves; and one clove or garlic minced very fine.

Have ready some large skins nicely cleaned and prepared, (they should
be beef-skins,) and wash them in salt and vinegar. Fill them with the
above mixture, and secure the ends by tying them with packthread or
fine twine. Make a brine of salt and water strong enough to bear up an
egg. Put the sausages into it, and let them lie for three weeks,
turning them daily. Then take them out, wipe them dry, hang them up and
smoke them. Before you put them away rub them all over with, sweet oil,

Keep them in ashes. That of vine-twigs is best for them.

You may fry them or not before you eat them.
",recipe,1
"BOTTLED SMALL BEER.

Take a quart bottle of the very best brisk porter, and mix it with four
quarts of water, a pint of molasses, and a table-spoonful of ginger.
Bottle it, and see that the corks are of the very best kind. It will be
fit for use in three or four days.",recipe,1
"BRAN BREAD.

Sift into a pan three quarts of unbolted wheat meal. Stir a jill of
strong yeast, and a jill of molasses into a quart of soft water, (which
must be warm but not hot,) and add a small tea-spoonful of pearl-ash,
or sal-aratus. Make a hole in the heap of flour, pour in the liquid,
and proceed in the usual manner of making bread. This quantity may be
made into two loaves. Bran bread is considered very wholesome; and is
recommended to persons afflicted with dyspepsia.
",recipe,1
"
BRANDY PEACHES.

Take large white or yellow free-stone peaches, the finest you can
procure. They must not be too ripe. Rub off the down with a flannel,
score them down the seam with a large needle, and prick every peach to
the stone in several places. Scald them with boiling water, and let
them remain in the water till it becomes cold, keeping them well
covered. Repeat the scalding three times: it is to make them white.
Then wipe them, and spread them on a soft table-cloth, covering them
over with several folds. Let them remain in the cloth to dry.
Afterwards put them into a tureen, or a large jar, and pour on as much
white French brandy as will cover them well. Carefully keep the air
from them, and let them remain in the brandy for a week. Then make a
syrup in the usual manner, allowing to each pound of peaches a pound of
loaf-sugar and half a pint of water mixed with a very little beaten
white of egg; one white to three or four pounds of sugar.

When the syrup has boiled, and been well skimmed, put in the peaches
and boil them slowly till they look clear; but do not keep them boiling
more than half an hour. Then take them out, drain them, and put them
into large glass jars. Mix the syrup, when it is cold, with the brandy
in which you had the peaches, and pour it over them. Instead of
scalding the peaches to whiten them, you may lay them for an hour in
sufficient cold weak lye to cover them well. Turn them frequently while
in the lye, and wipe them dry afterwards.

Pears and apricots may be preserved in brandy, according to the above
receipt. The skin of the pears should he taken off, but the stems left
on.

Large egg plums may be preserved in the same manner.

Another way of preparing brandy peaches is, after rubbing off the down
and pricking them, to put them into a preserving kettle with cold
water, and simmer them slowly till they become hot all through; but
they must not be allowed to boil. Then dry them in a cloth, and let
them lie till they are cold, covering them closely from the air.
Dissolve loaf-sugar in the best white brandy, (a pound of sugar to a
quart of brandy,) and having put the peaches into large glass jars,
pour the brandy and sugar over them (without boiling) and cover the
jars well with leather.

Pears, apricots, and egg plums may also be done in this manner.",recipe,1
"BRAN YEAST.

Mix a pint of wheat bran, and a handful of hops with a quart of water,
and boil them together about twenty minutes. Then strain it through a
sieve into a pan; when the liquid becomes only milk-warm, stir into it
four table-spoonfuls of brewer’s yeast, and two of brown sugar, or four
of molasses. Put it into a wooden bowl, cover it, and set it near the
fire for four or five hours. Then bottle it, and cork it tightly next
day.
",recipe,1
"BREAD.

Take one peck or two gallons of fine wheat flour, and sift it into a
kneading trough, or into a small clean tub, or a large broad earthen
pan; and make a deep hole in the middle of the heap of flour, to begin
the process by what is called setting a sponge. Have ready half a pint
of warm water, which in summer should be only lukewarm, but even in
winter it must not be hot or boiling, and stir it well into half a pint
of strong fresh yeast; (if the yeast is home-made you must use from
three quarters to a whole pint;) then pour it into the hole in the
middle of the flour. With a spoon work in the flour round the edges of
the liquid, so as to bring in by degrees sufficient flour to form a
thin batter, which must be well stirred about, for a minute or two.
Then take a handful of flour, and scatter it thinly over the top of
this batter, so as to cover it entirely. Lay a warmed cloth over the
whole, and set it to rise in a warm place; in winter put it nearer the
fire than in summer. When the batter has risen so as to make cracks in
the flour on the top, scatter over it three or four table-spoonfuls
(not more) of fine salt, and begin to form the whole mass into a dough;
commencing round the hole containing the batter, and pouring as much
soft water as is necessary to make the flour mix with the batter; the
water must never be more than lukewarm. When the whole is well mixed,
and the original batter which is to give fermentation to the dough is
completely incorporated with it, knead it hard, turning it over,
pressing it, folding it, and working it thoroughly with your clenched
hands for twenty minutes or half an hour; or till it becomes perfectly
light and stiff. The goodness of bread depends much on the kneading,
which to do well requires strength and practice. When it has been
sufficiently worked, form the dough into a lump in the middle of the
trough or pan, and scatter a little dry flour thinly over it; then
cover it, and set it again in a warm place to undergo a farther
fermentation; for which, if all has been done rightly, about twenty
minutes or half an hour will be sufficient. The oven should be hot by
the time the dough has remained twenty minutes in the lump. If it is a
brick oven it should be heated by faggots or small light wood, allowed
to remain in till burnt down into coals. When the bread is ready, clear
out the coals, and sweep and wipe the floor of the oven clean.
Introduce nothing wet into the oven, as it may crack the bricks when
they are hot. Try the heat of the bottom by throwing in some flour; and
if it scorches and burns black, do not venture to put in the bread till
the oven has had time to become cooler. Put the dough on the
paste-board, (which must be sprinkled with flour,) and divide it into
loaves, forming them of a good shape. Place them in the oven, and close
up the door, which you may open once or twice to see how the bread is
going on. The loaves will bake in from two hours and a half to three
hours, or more, according to their size. When the loaves are done, wrap
each in a clean coarse towel, and stand them up on end to cool slowly.
It is a good way to have the cloths previously made damp by sprinkling
them plentifully with water, and letting them lie awhile rolled up
tightly. This will make the crust of the bread less dry and hard. Bread
should be kept always wrapped in a cloth, and covered from the air in a
box or basket with a close lid. Unless you have other things to bake at
the same time, it is not worth while to heat a brick oven for a small
quantity of bread. Two or three loaves can be baked very well in a
stove, (putting them into square iron pans,) or in a Dutch oven.
[Footnote: If you bake bread in a Dutch oven, take off the lid when the
loaf is done, and let it remain in the oven uncovered for a quarter of
an hour.] If the bread has been mixed over night (which should never be
done in warm weather) and is found, on tasting it, to be sour in the
morning, melt a tea-spoonful of pearl-ash in a little milk-warm water,
and sprinkle it over the dough; let it set half an hour, and then knead
it. This will remove the acidity, and rather improve the bread in
lightness. If dough is allowed to freeze it is totally spoiled. All
bread that is sour, heavy, or ill-baked is not only unpalatable, but
extremely unwholesome, and should never be eaten. These accidents so
frequently happen when bread is made at home by careless, unpractised
or incompetent persons, that families who live in cities or towns will
generally risk less and save more, by obtaining their bread from a
professional baker. If you like a little Indian in your wheat bread,
prepare rather a larger quantity of warm water for setting the sponge;
stirring into the water, while it is warming, enough of sifted Indian
meal to make it like thin gruel. Warm water that has had pumpkin boiled
in it is very good for bread. Strong fresh yeast from the brewery
should always be used in preference to any other. If the yeast is
home-made, or not very strong and fresh, double or treble the quantity
mentioned in the receipt will be necessary to raise the bread. On the
other hand, if too much yeast is put in, the bread will be disagreeably
bitter. [Footnote: If you are obliged from its want of strength to put
in a large quantity of yeast, mix with it two or three handfuls of
bran; add the warm water to it, and then strain it through a sieve or
cloth; or you may correct the bitterness by putting in a few bits of
charcoal and then straining it.] You may take off a portion of the
dough that has been prepared for bread, make it up into little round
cakes or rolls, and bake them for breakfast or tea.
",recipe,1
"BREAD CAKE.

When you are making wheat bread, and the dough is quite light and ready
to bake, take out as much of it as would make a twelve cent loaf, and
mix with it a tea cup full of powdered sugar, and a tea-cup full of
butter that has been softened and stirred about in a tea-cup of warm
milk. Add also a beaten egg. Knead it very well, put it into a square
pan, dredged with flour, cover it, and set it near the fire for half an
hour. Then bake it in a moderate oven, and wrap it in a thick cloth as
soon as it is done. It is best when fresh.
",recipe,1
"BREAD JELLY.

Measure a quart of boiling water, and set it away to get cold. Take
one-third of a six cent loaf of bread, slice it, pare off the crust,
and toast the crumb nicely of a light brown. Then put it into the
boiled water, set it on hot coals in a covered pan, and boil it gently,
till you find by putting some in a spoon to cool, that the liquid has
become a jelly. Strain it through a thin cloth, and set it away for
use. When it is to be taken, warm a tea-cupful, sweeten it with sugar,
and add a little grated lemon-peel.
",recipe,1
"BREAD SAUCE.

Put some grated crumbs of stale bread into a sauce-pan, and pour over
them some of the liquor in which poultry or fresh meat has been boiled.
Add some plums or dried currants that have been picked and washed.
Having simmered them till the bread is quite soft, and the currants
well plumped, add melted butter or cream.

This sauce is for a roast pig.",recipe,1
"BROCOLI.

Prepare brocoli for boiling in the same manner as cauliflower, leaving
the stalks rather longer, and splitting the head in half only. Tie it
together again, before it goes into the pot. Put it on in hot water,
and let it simmer till the stalk is perfectly tender.

As soon as it is done take it out of the water and drain it. Send
melted butter to table with it.",recipe,1
"BROILED CHICKENS.

Split a pair of chickens down the back, and beat them flat, Wipe the
inside, season them with pepper and salt, and let them, lie while you
prepare some beaten yolk of egg and grated bread-crumbs. Wash the
outside of the chickens all over with the egg, and then strew on the
bread-crumbs. Have ready a hot gridiron over a bed of bright coals. Lay
the chickens on it with the inside downwards, or next the fire. Broil
them about three quarters of an hour, keeping them covered with a
plate. Just before you take them up, lay some small pieces of butter on
them.

In preparing chickens for broiling, you may parboil them about ten
minutes, to ensure their being sufficiently cooked; as it is difficult
to broil the thick parts thoroughly without burning the rest.",recipe,1
"BROILED HAM.

Cut the ham into very thin slices, (the thinner the better.) Soak them
in hot water at least half an hour, (a whole hour is better,) to draw
out some of the salt; changing the water several times, and always
pouring it on scalding hot. This process will not only extract the
superfluous salt (which would otherwise ooze out in broiling and remain
sticking about the surface of the meat) but it makes the ham more
tender and mellow. After soaking, dry the slices in a cloth, and then
heat your gridiron, and broil them over a clear fire.

If you have cold boiled ham, it is better for broiling than that which
is raw; and being boiled, will require no soaking before you put it on
the gridiron.

If you wish to serve up eggs with the ham, put some lard into a very
clean frying-pan, and make it boiling hot. Break the eggs separately
into a saucer, that in case a bad one should be among them it may not
mix with the rest. Slip each egg gently into the frying-pan. Do not
turn them while they are frying, but keep pouring some of the hot lard
over them with an iron spoon; this will do them sufficiently on the
upper side. They will be done enough in about three minutes; the white
must retain its transparency so that the yolk will be seen through it.
When done, take them up with a tin slice, drain off the lard, and if
any part of the white is discoloured or ragged, trim it off. Lay a
fried egg upon each slice of the broiled ham, and send them to table
hot.

This is a much nicer way than the common practice of frying the ham or
bacon with the eggs. Some persons broil or fry the ham without eggs,
and send it to table cut into little slips or mouthfuls.

To curl small pieces of ham for garnishing, slice as thin as possible
some that has been boiled or parboiled. The pieces should be about two
inches square. Roll it up round little wooden skewers, and put it into
a cheese toaster, or into a tin oven, and set it before the fire for
eight or ten minutes. When it is done, slip out the skewers.
",recipe,1
"BROILED MUSHROOMS.

For this purpose take large mushrooms, and be careful to have them
freshly gathered. Peel them, score the under side, and cut off the
stems. Lay them one by one in an earthen pan, brushing them over with
sweet oil or oiled butter, and sprinkling each with a little pepper and
salt. Cover them closely, and let them set for about an hour and a
half. Then place them on a gridiron over clear hot coals, and broil
them on both sides.

Make a gravy for them of their trimmings stewed in a very little water,
strained and thickened with a beaten egg stirred in just before it goes
to table.
",recipe,1
